1 8092 uniform bitmapscan off 16 17 sync 3 32GB 4 20354 28446 no 9999860 811381 555556 434891 740694.04 6399.689 898.169
2 12138 uniform bitmapscan off 64 18 sync 3 32GB 4 32159 44297 no 9999860 1213918 555556 501371 724078.05 4651.476 1012.162
3 97310 uniform seqscan off 0 18 worker 3 32GB 4 63 97373 yes 9999860 9731150 555556 555556 705553.90 4602.726 974.429
4 2398 uniform bitmapscan off 1 18 io_uring 3 32GB 4 11447 13845 yes 9999860 239513 555556 196580 564151.97 7722.936 376.745
5 42 uniform seqscan off 0 18 worker 12 32GB 4 848 890 no 9999860 4183 555556 4161 705553.90 4513.480 816.798
6 3 uniform bitmapscan off 0 18 sync 3 32GB 4 24354 24357 yes 9999860 283 555556 283 1296.89 16.605 1.598
7 9 uniform indexscan on 16 18 worker 3 32GB 4 29008 29017 no 9999860 910 555556 909 3666.43 18.084 2.515
8 211 uniform indexscan off 0 18 sync 3 32GB 4 4142 4353 no 9999860 21125 555556 20750 80418.64 1169.915 21.878
9 2398 uniform seqscan off 1 18 worker 3 32GB 4 1818 4216 no 9999860 239929 555556 196776 705553.90 4863.487 784.612
10 474 uniform seqscan off 1 18 io_uring 3 32GB 4 3848 4322 no 9999860 47462 555556 45638 705553.90 4565.055 816.667
11 19 uniform indexscan on 1 17 sync 3 32GB 4 20207 20226 no 9999860 1870 555556 1865 7851.30 104.795 4.313
12 1066 uniform seqscan off 64 18 sync 3 32GB 4 11798 12864 no 9999860 106479 555556 97494 705553.90 4473.020 823.652
13 18207 uniform indexscan off 0 18 worker 12 32GB 4 2694 20901 no 9999860 1820478 555556 540600 2426089.51 22560.617 1660.817
14 18207 uniform indexscan off 16 18 worker 3 32GB 4 17727 35934 no 9999860 1821742 555556 540727 2429553.25 22243.049 1658.725
15 12138 uniform indexscan on 0 17 sync 3 32GB 4 14743 26881 no 9999860 1217488 555556 501454 2161570.32 21419.050 957.887
16 19 uniform indexscan on 16 18 worker 12 32GB 4 19066 19085 no 9999860 1864 555556 1862 8048.01 19.901 3.793
17 4 uniform bitmapscan off 1 18 io_uring 3 32GB 4 1338 1342 yes 9999860 413 555556 413 1613.66 29.882 1.890
18 19 uniform indexscan off 1 18 io_uring 3 32GB 4 20436 20455 no 9999860 1901 555556 1897 7758.59 108.530 3.995
19 1 uniform bitmapscan off 64 18 worker 12 32GB 4 26219 26220 no 9999860 86 555556 86 410.86 2.579 1.082
20 37310 uniform indexscan off 64 18 sync 3 32GB 4 104 37414 no 9999860 3731352 555556 555422 3258000.23 24146.505 3326.625
