1 17286 linear_1 bitmapscan off 0 17 sync 3 32GB 4 18335 35621 no 10000000 1728370 555556 116306 735146.29 1531.773 423.828
2 1012 linear_1 indexscan on 64 18 io_uring 3 32GB 4 6971 7983 yes 10000000 100719 555556 25368 8909.08 859.311 70.952
3 17286 linear_10 indexscan on 0 18 worker 3 32GB 4 28535 45821 yes 10000000 1728351 555556 297193 367529.81 28930.272 1306.246
4 300 linear_1 bitmapscan off 0 18 worker 3 32GB 4 13829 14129 no 10000000 29905 555556 16296 91814.49 311.947 33.614
5 200 cyclic_25 seqscan off 1 18 worker 12 32GB 4 11419 11619 no 10000000 13824 555556 13551 705556.00 6357.608 1950.061
6 25929 cyclic_10 indexscan on 0 18 sync 3 32GB 4 24279 50208 no 10000000 2590857 555556 343587 2766907.75 33704.231 1943.769
7 38893 cyclic_25 seqscan off 64 18 sync 3 32GB 4 32133 71026 yes 10000000 3623152 555556 547717 705556.00 5639.314 1957.621
8 17286 cyclic_10 seqscan off 1 18 worker 3 32GB 4 13381 30667 yes 10000000 1688020 555556 268868 705556.00 5512.314 1361.215
9 675 linear_10 indexscan on 1 18 worker 12 32GB 4 13768 14443 yes 10000000 62012 555556 52455 27164.93 6702.742 62.788
10 78339 cyclic_25 indexscan off 0 18 worker 12 32GB 4 13582 91921 no 10000000 6726823 555556 555528 4551011.43 53143.913 5070.947
11 11524 linear_25 seqscan off 0 18 sync 3 32GB 4 7856 19380 yes 10000000 813787 555556 319980 705556.00 5914.661 1390.873
12 300 linear indexscan off 16 18 sync 3 32GB 4 26099 26399 yes 10000000 30001 555556 1668 2738.05 28.021 10.738
13 98339 cyclic_25 indexscan on 16 18 sync 3 32GB 4 723 99062 no 10000000 7920982 555556 555556 5051190.48 44221.122 6650.048
14 11524 linear_1 bitmapscan off 16 18 io_uring 3 32GB 4 7430 18954 no 10000000 1152967 555556 84342 721741.30 584.275 289.537
15 98339 uniform indexscan off 64 18 io_uring 3 32GB 4 1585 99924 no 10000000 9834023 555556 555556 5898949.96 56791.284 7909.661
16 38893 linear_25 indexscan off 0 18 worker 12 32GB 4 7296 46189 no 10000000 3231845 555556 495367 1412614.75 47572.928 2591.986
17 2277 linear_25 bitmapscan off 64 17 sync 3 32GB 4 7919 10196 no 10000000 145215 555556 115976 451805.85 1939.432 327.011
18 17286 cyclic indexscan on 16 18 sync 3 32GB 4 21226 38512 no 10000000 1728700 555556 96133 2388656.39 6791.908 755.406
19 450 uniform indexscan on 0 18 sync 3 32GB 4 2845 3295 no 10000000 44632 555556 43030 190921.94 5099.322 59.728
20 1518 cyclic_25 seqscan off 64 18 worker 3 32GB 4 15212 16730 no 10000000 112177 555556 95771 705556.00 3082.907 1135.381
21 1518 linear_25 indexscan off 64 18 io_uring 3 32GB 4 18932 20450 yes 10000000 119412 555556 102060 181766.83 11532.493 140.775
22 5122 linear_25 indexscan off 0 17 sync 3 32GB 4 18677 23799 yes 10000000 410389 555556 252444 524733.52 26486.677 403.598
23 5122 cyclic indexscan off 0 18 sync 3 32GB 4 8517 13639 no 10000000 512200 555556 28544 1382138.81 579.579 214.168
24 1012 linear_10 seqscan off 16 18 io_uring 3 32GB 4 19554 20566 no 10000000 98625 555556 78131 705556.00 2605.597 1314.828
25 7683 uniform bitmapscan off 16 18 worker 12 32GB 4 24886 32569 no 10000000 767912 555556 423779 741023.10 3396.653 1263.001
26 300 cyclic_10 seqscan off 64 17 sync 3 32GB 4 15680 15980 no 10000000 28477 555556 26443 705556.00 5463.472 1640.456
27 11524 cyclic_1 seqscan off 1 18 io_uring 3 32GB 4 1460 12984 yes 10000000 1148817 555556 81859 705556.00 5580.931 1981.211
28 675 linear_1 indexscan on 0 18 worker 3 32GB 4 6044 6719 yes 10000000 67438 555556 22530 6909.07 2273.118 52.849
29 200 uniform indexscan off 64 18 worker 12 32GB 4 12327 12527 no 10000000 20232 555556 19880 81659.52 2354.601 28.632
30 3415 linear_10 indexscan on 0 18 worker 3 32GB 4 31938 35353 yes 10000000 341261 555556 174037 128183.45 17483.692 317.730
31 2277 cyclic_25 bitmapscan off 16 18 worker 3 32GB 4 6553 8830 yes 10000000 141101 555556 112830 436633.43 2014.263 320.405
32 3415 linear_10 bitmapscan off 1 18 sync 3 32GB 4 13763 17178 no 10000000 320666 555556 156599 644147.06 2555.495 432.566
33 58339 cyclic_25 indexscan off 0 18 worker 3 32GB 4 3351 61690 no 10000000 4933866 555556 543111 3764749.60 51405.608 3744.534
34 5122 linear_1 indexscan on 1 18 io_uring 3 32GB 4 18406 23528 yes 10000000 512118 555556 48714 46990.76 4677.207 301.793
35 100 cyclic seqscan off 0 18 sync 3 32GB 4 19434 19534 no 10000000 10100 555556 656 705556.00 5838.551 1165.362
36 450 cyclic indexscan off 1 18 sync 3 32GB 4 31269 31719 no 10000000 45000 555556 2589 183936.12 102.430 21.778
37 300 cyclic_25 indexscan off 16 18 worker 3 32GB 4 17180 17480 no 10000000 22745 555556 22036 84303.46 2476.279 26.957
38 38893 cyclic bitmapscan off 64 18 io_uring 3 32GB 4 15080 53973 no 10000000 3889200 555556 216156 783428.70 1253.230 750.568
39 200 cyclic_25 bitmapscan off 1 18 worker 3 32GB 4 6955 7155 yes 10000000 12105 555556 11892 42879.23 1315.016 18.157
40 675 cyclic_10 seqscan off 1 18 sync 3 32GB 4 3251 3926 no 10000000 43088 555556 36477 705556.00 5502.646 1602.302
41 100 linear_25 indexscan off 0 17 sync 3 32GB 4 21261 21361 yes 10000000 7950 555556 7855 14087.04 882.775 14.088
42 58339 linear_25 seqscan off 16 18 io_uring 3 32GB 4 13089 71428 yes 10000000 5201329 555556 553161 705556.00 2669.339 1390.695
43 5122 linear_10 indexscan on 0 18 worker 3 32GB 4 13223 18345 yes 10000000 482124 555556 182155 177152.92 17425.580 429.766
44 78339 cyclic indexscan off 64 18 io_uring 3 32GB 4 15738 94077 no 10000000 7834000 555556 435322 5029655.50 7575.968 2748.030
45 300 cyclic_25 indexscan on 0 18 worker 3 32GB 4 7765 8065 no 10000000 18481 555556 17948 74482.00 2041.672 28.507
46 675 cyclic_10 bitmapscan off 16 18 io_uring 3 32GB 4 3385 4060 yes 10000000 43409 555556 36666 137277.63 593.419 62.159
47 11524 uniform bitmapscan off 64 18 worker 3 32GB 4 14612 26136 no 10000000 1151314 555556 494103 721628.73 3449.586 1425.906
48 78339 linear_1 seqscan off 64 18 io_uring 3 32GB 4 7213 85552 no 10000000 7834598 555556 455543 705556.00 2250.677 1444.555
49 17286 cyclic_25 bitmapscan off 16 18 io_uring 3 32GB 4 15013 32299 no 10000000 1419904 555556 411464 727934.47 2771.480 1096.242
50 3415 cyclic_1 indexscan on 64 17 sync 3 32GB 4 7874 11289 no 10000000 341691 555556 39203 1035427.05 2933.511 206.600
51 17286 linear indexscan on 0 18 worker 3 32GB 4 19451 36737 yes 10000000 1728601 555556 96034 151210.76 1223.626 393.273
52 78339 cyclic_1 bitmapscan off 1 18 sync 3 32GB 4 11300 89639 no 10000000 7834168 555556 455544 870175.93 5981.331 1544.916
53 200 cyclic indexscan off 16 17 sync 3 32GB 4 31288 31488 no 10000000 20100 555556 1211 73749.45 75.575 11.160
54 3415 linear_10 indexscan off 1 17 sync 3 32GB 4 21435 24850 yes 10000000 337520 555556 170877 137795.54 16954.784 305.112
55 300 cyclic_1 indexscan on 64 18 worker 3 32GB 4 14541 14841 no 10000000 30038 555556 16359 122552.86 638.553 31.426
56 200 linear_25 indexscan on 64 17 sync 3 32GB 4 3066 3266 yes 10000000 11146 555556 10887 19765.45 175.346 18.610
57 17286 linear seqscan off 0 18 sync 3 32GB 4 6953 24239 no 10000000 1728600 555556 96035 705556.00 5883.869 1457.238
58 38893 linear_1 indexscan on 0 18 sync 3 32GB 4 4599 43492 yes 10000000 3889115 555556 236236 341839.61 23516.380 2146.470
59 200 linear_10 bitmapscan off 16 18 sync 3 32GB 4 7413 7613 no 10000000 15380 555556 14585 54130.56 349.044 28.124
60 7683 linear_10 indexscan on 64 18 io_uring 3 32GB 4 2128 9811 yes 10000000 552512 555556 150130 196096.20 4837.801 439.655
61 300 cyclic indexscan on 1 17 sync 3 32GB 4 25229 25529 no 10000000 30100 555556 1767 130836.25 208.614 15.836
