1 711 uniform indexscan on 64 18 io_uring 3 32GB 4 15640 16351 yes 10000008 71110 555556 66908 275039.85 623.892 49.976
2 18207 uniform bitmapscan off 16 18 io_uring 3 32GB 4 31670 49877 no 10000008 1820530 555556 540850 737484.21 2774.493 721.365
3 87310 uniform seqscan off 1 18 worker 3 32GB 4 3253 90563 yes 10000008 8731662 555556 555556 705556.12 2628.716 573.828
4 47310 uniform indexscan on 1 18 sync 3 32GB 4 14611 61921 no 10000008 4731780 555556 555553 3691717.61 43528.635 2249.764
5 1066 uniform indexscan off 1 18 io_uring 3 32GB 4 12955 14021 no 10000008 107056 555556 97721 397626.60 11615.380 67.764
6 37310 uniform indexscan off 1 17 sync 3 32GB 4 5903 43213 no 10000008 3733419 555556 555434 3246918.31 39956.402 2072.772
7 63 uniform indexscan on 1 17 sync 3 32GB 4 30405 30468 no 10000008 6340 555556 6310 24940.78 744.752 5.868
8 474 uniform indexscan on 16 18 worker 12 32GB 4 19924 20398 no 10000008 47417 555556 45618 195528.15 648.390 27.514
9 67310 uniform seqscan off 1 18 worker 3 32GB 4 7977 75287 yes 10000008 6731503 555556 555556 705556.12 2617.608 573.893
10 13 uniform indexscan off 64 17 sync 3 32GB 4 14108 14121 no 10000008 1280 555556 1280 6102.72 153.711 1.950
11 4 uniform seqscan off 16 18 sync 3 32GB 4 14336 14340 no 10000008 374 555556 374 705556.12 2655.335 513.703
12 97310 uniform bitmapscan off 1 18 worker 12 32GB 4 1145 98455 no 10000008 9731264 555556 555556 911931.31 2851.062 867.656
13 13 uniform indexscan off 16 18 sync 3 32GB 4 10880 10893 no 10000008 1225 555556 1222 4671.18 145.670 1.326
14 87310 uniform bitmapscan off 64 18 worker 3 32GB 4 4878 92188 no 10000008 8731010 555556 555556 889917.60 2822.444 804.791
15 3 uniform bitmapscan off 16 18 sync 3 32GB 4 22443 22446 yes 10000008 297 555556 297 1347.79 5.082 0.671
16 94 uniform seqscan off 1 18 worker 12 32GB 4 8654 8748 no 10000008 9357 555556 9299 705556.12 2608.540 495.630
17 42 uniform indexscan off 64 18 sync 3 32GB 4 23577 23619 no 10000008 4148 555556 4134 17433.61 493.434 4.383
18 2 uniform bitmapscan off 0 18 io_uring 3 32GB 4 30709 30711 yes 10000008 191 555556 191 770.52 24.981 0.569
19 42 uniform indexscan on 16 18 sync 3 32GB 4 16040 16082 no 10000008 4128 555556 4115 17606.46 61.401 3.626
20 57310 uniform seqscan off 16 18 io_uring 3 32GB 4 365 57675 yes 10000008 5732283 555556 555556 705556.12 2601.379 589.001
21 94 uniform indexscan on 1 17 sync 3 32GB 4 30587 30681 no 10000008 9301 555556 9219 37105.95 1110.673 7.297
22 316 uniform seqscan off 1 18 worker 12 32GB 4 25907 26223 no 10000008 31487 555556 30666 705556.12 2596.628 509.190
23 63 uniform seqscan off 16 18 worker 12 32GB 4 616 679 no 10000008 6271 555556 6240 705556.12 2642.297 510.158
24 1 uniform indexscan on 64 18 sync 3 32GB 4 28119 28120 yes 10000008 123 555556 123 406.40 3.552 0.680
25 9 uniform seqscan off 1 18 sync 3 32GB 4 19126 19135 no 10000008 846 555556 846 705556.12 2669.303 516.674
26 57310 uniform indexscan on 16 17 sync 3 32GB 4 27592 84902 no 10000008 5731499 555556 555556 4133136.58 22133.619 2582.888
27 19 uniform bitmapscan off 64 18 io_uring 3 32GB 4 31031 31050 yes 10000008 1866 555556 1865 7056.79 15.814 2.582
28 27310 uniform indexscan off 1 17 sync 3 32GB 4 13270 40580 no 10000008 2733178 555556 553779 2815917.50 39320.963 1493.314
29 18207 uniform indexscan off 0 17 sync 3 32GB 4 12826 31033 no 10000008 1822326 555556 540712 2421378.36 38883.394 1017.750
30 19 uniform bitmapscan off 16 17 sync 3 32GB 4 6851 6870 yes 10000008 1896 555556 1893 6592.62 28.136 3.033
31 1 uniform indexscan off 64 18 worker 3 32GB 4 11110 11111 yes 10000008 113 555556 113 366.20 15.296 0.782
32 18207 uniform seqscan off 64 18 worker 3 32GB 4 31377 49584 yes 10000008 1820392 555556 540846 705556.12 2610.916 566.095
33 1066 uniform seqscan off 64 18 worker 12 32GB 4 9559 10625 no 10000008 106413 555556 97266 705556.12 2628.890 503.957
34 1066 uniform bitmapscan off 16 18 worker 3 32GB 4 26514 27580 yes 10000008 106776 555556 97731 363082.84 3908.199 99.093
35 47310 uniform indexscan off 64 18 worker 12 32GB 4 21661 68971 no 10000008 4731070 555556 555552 3689868.48 40794.534 2620.092
36 1599 uniform indexscan on 16 17 sync 3 32GB 4 10238 11837 no 10000008 159969 555556 139976 589780.61 1905.338 100.802
37 97310 uniform indexscan on 16 18 worker 12 32GB 4 512 97822 no 10000008 9731047 555556 555556 5854656.11 11958.355 4395.128
38 47310 uniform indexscan on 16 18 io_uring 3 32GB 4 29766 77076 no 10000008 4730337 555556 555552 3666852.47 9387.885 2166.247
39 67310 uniform seqscan off 16 18 sync 3 32GB 4 2066 69376 yes 10000008 6732157 555556 555556 705556.12 2660.297 608.839
40 1 uniform indexscan on 16 17 sync 3 32GB 4 14477 14478 yes 10000008 123 555556 123 474.77 3.061 0.890
41 2 uniform seqscan off 0 18 io_uring 3 32GB 4 15435 15437 no 10000008 209 555556 209 705556.12 2644.312 524.935
42 47310 uniform seqscan off 64 18 worker 3 32GB 4 19297 66607 yes 10000008 4731472 555556 555553 705556.12 2613.937 573.803
43 94 uniform seqscan off 0 18 worker 3 32GB 4 10467 10561 no 10000008 9432 555556 9332 705556.12 2663.608 511.461
44 67310 uniform indexscan off 1 18 sync 3 32GB 4 11132 78442 no 10000008 6732743 555556 555556 4542060.19 42068.417 3766.147
45 9 uniform indexscan on 1 18 worker 3 32GB 4 4700 4709 no 10000008 891 555556 891 3855.19 114.679 1.418
46 18207 uniform indexscan on 1 18 worker 3 32GB 4 30326 48533 no 10000008 1820846 555556 540785 2426377.80 41304.646 843.305
47 63 uniform indexscan on 16 18 worker 12 32GB 4 856 919 no 10000008 6213 555556 6176 24761.65 92.231 3.962
48 1599 uniform indexscan off 1 17 sync 3 32GB 4 22700 24299 no 10000008 160235 555556 140188 537023.12 16591.489 97.535
49 37310 uniform seqscan off 16 17 sync 3 32GB 4 199 37509 yes 10000008 3732845 555556 555433 705556.12 2653.221 575.421
50 1 uniform seqscan off 64 18 sync 3 32GB 4 5813 5814 no 10000008 92 555556 92 705556.12 2634.720 500.198
51 77310 uniform seqscan off 0 18 io_uring 3 32GB 4 6707 84017 yes 10000008 7733029 555556 555556 705556.12 2675.688 583.741
52 94 uniform indexscan on 0 18 worker 12 32GB 4 24496 24590 no 10000008 9397 555556 9324 38356.77 1111.131 8.180
53 18207 uniform indexscan on 1 17 sync 3 32GB 4 14801 33008 no 10000008 1821477 555556 540605 2409859.10 63914.102 850.799
54 77310 uniform indexscan off 0 18 sync 3 32GB 4 4270 81580 no 10000008 7733225 555556 555556 4993314.86 42356.153 4339.118
55 6 uniform indexscan on 0 17 sync 3 32GB 4 12513 12519 no 10000008 590 555556 590 2553.09 73.174 1.298
56 9 uniform indexscan on 64 17 sync 3 32GB 4 7843 7852 no 10000008 897 555556 897 3546.01 11.292 1.218
57 47310 uniform indexscan on 0 18 sync 3 32GB 4 25451 72761 no 10000008 4730778 555556 555555 3676932.69 40557.902 2198.474
58 9 uniform seqscan off 64 17 sync 3 32GB 4 322 331 no 10000008 895 555556 895 705556.12 2610.981 521.280
59 37310 uniform indexscan off 1 18 worker 3 32GB 4 19363 56673 no 10000008 3732068 555556 555438 3262111.92 40644.170 2094.768
60 9 uniform indexscan on 16 18 sync 3 32GB 4 5575 5584 no 10000008 867 555556 864 3815.00 13.664 1.064
61 3 uniform seqscan off 0 18 io_uring 3 32GB 4 3512 3515 no 10000008 290 555556 290 705556.12 2681.926 503.036
62 28 uniform indexscan off 1 17 sync 3 32GB 4 279 307 no 10000008 2676 555556 2669 11079.49 328.284 3.321
63 711 uniform seqscan off 64 18 sync 3 32GB 4 31746 32457 no 10000008 71298 555556 67219 705556.12 2631.478 536.559
64 67310 uniform indexscan on 0 18 io_uring 3 32GB 4 27133 94443 no 10000008 6730458 555556 555556 4540462.80 41419.524 3100.592
65 1599 uniform seqscan off 0 18 worker 12 32GB 4 32430 34029 no 10000008 159677 555556 139871 705556.12 2658.097 545.949
66 8092 uniform indexscan off 64 18 worker 12 32GB 4 7785 15877 no 10000008 810328 555556 434077 1879976.74 38456.054 457.615
67 211 uniform bitmapscan off 1 17 sync 3 32GB 4 20952 21163 yes 10000008 21136 555556 20717 71660.03 2459.699 18.178
68 42 uniform indexscan off 16 18 sync 3 32GB 4 2237 2279 no 10000008 4225 555556 4206 16762.32 509.047 4.615
69 6 uniform bitmapscan off 1 17 sync 3 32GB 4 13640 13646 yes 10000008 626 555556 626 2379.94 75.711 1.445
70 18207 uniform bitmapscan off 16 18 sync 3 32GB 4 31605 49812 no 10000008 1820424 555556 540849 737468.97 3101.896 725.571
71 97310 uniform indexscan off 1 18 sync 3 32GB 4 2087 99397 no 10000008 9731574 555556 555556 5853905.39 43596.106 5400.138
72 8092 uniform bitmapscan off 0 18 sync 3 32GB 4 14409 22501 no 10000008 809112 555556 434037 740573.89 4185.885 572.185
73 37310 uniform indexscan off 16 18 sync 3 32GB 4 22614 59924 no 10000008 3732757 555556 555434 3250710.90 40621.630 2088.478
74 2 uniform indexscan on 0 18 sync 3 32GB 4 15200 15202 no 10000008 194 555556 194 796.30 25.510 0.567
75 711 uniform bitmapscan off 1 18 worker 12 32GB 4 20580 21291 yes 10000008 71436 555556 67170 196310.97 7385.152 74.933
76 1066 uniform bitmapscan off 0 17 sync 3 32GB 4 2842 3908 yes 10000008 106572 555556 97549 372535.08 11149.654 99.929
77 42 uniform bitmapscan off 64 18 sync 3 32GB 4 17699 17741 yes 10000008 4342 555556 4335 16280.57 35.208 5.589
78 2 uniform seqscan off 64 18 worker 12 32GB 4 10328 10330 no 10000008 177 555556 177 705556.12 2676.039 504.260
79 27310 uniform bitmapscan off 16 18 worker 12 32GB 4 12148 39458 no 10000008 2733391 555556 553795 757780.53 2740.086 709.385
80 18207 uniform seqscan off 1 18 worker 12 32GB 4 29818 48025 yes 10000008 1821405 555556 540729 705556.12 2696.577 555.561
81 57310 uniform indexscan on 64 18 io_uring 3 32GB 4 18453 75763 no 10000008 5730348 555556 555556 4114320.58 7768.985 2646.184
82 67310 uniform bitmapscan off 1 18 worker 3 32GB 4 8864 76174 no 10000008 6732022 555556 555556 844869.11 2824.326 799.822
83 3597 uniform indexscan on 1 17 sync 3 32GB 4 5943 9540 no 10000008 359374 555556 268081 1062568.34 31542.555 194.292
84 474 uniform bitmapscan off 64 18 worker 3 32GB 4 17351 17825 yes 10000008 47833 555556 45885 148086.86 1917.649 35.205
85 63 uniform bitmapscan off 64 18 worker 3 32GB 4 6427 6490 yes 10000008 6197 555556 6155 23370.10 262.534 6.447
86 1 uniform indexscan off 16 18 worker 12 32GB 4 15140 15141 yes 10000008 101 555556 101 402.38 13.213 0.734
87 57310 uniform indexscan on 64 18 sync 3 32GB 4 574 57884 no 10000008 5732211 555556 555556 4133533.42 15344.023 2694.641
88 1066 uniform indexscan off 0 18 worker 3 32GB 4 11877 12943 no 10000008 107137 555556 97768 370496.34 11712.845 69.381
89 57310 uniform indexscan on 1 18 sync 3 32GB 4 6701 64011 no 10000008 5733095 555556 555556 4129227.07 44653.939 2597.109
90 1 uniform seqscan off 1 18 io_uring 3 32GB 4 4757 4758 no 10000008 104 555556 104 705556.12 2667.564 515.622
91 4 uniform bitmapscan off 1 18 worker 3 32GB 4 28771 28775 yes 10000008 420 555556 420 1754.09 56.105 1.015
92 1 uniform indexscan off 64 18 sync 3 32GB 4 11802 11803 yes 10000008 88 555556 88 366.20 12.000 0.637
93 13 uniform indexscan off 1 18 worker 3 32GB 4 11442 11455 no 10000008 1388 555556 1386 4671.18 166.766 1.279
94 42 uniform bitmapscan off 1 17 sync 3 32GB 4 32665 32707 yes 10000008 4190 555556 4177 14985.43 495.566 3.828
95 211 uniform indexscan off 16 18 sync 3 32GB 4 21381 21592 no 10000008 21042 555556 20671 78987.91 2497.946 13.836
96 57310 uniform indexscan on 64 18 worker 3 32GB 4 32753 90063 no 10000008 5729537 555556 555556 4116157.26 17556.344 2623.571
97 3 uniform bitmapscan off 16 18 worker 3 32GB 4 914 917 yes 10000008 270 555556 270 1171.49 12.539 0.795
98 67310 uniform seqscan off 64 18 sync 3 32GB 4 16648 83958 yes 10000008 6731888 555556 555556 705556.12 2669.545 580.234
99 77310 uniform indexscan on 1 18 io_uring 3 32GB 4 15869 93179 no 10000008 7730679 555556 555556 4983347.80 41606.437 3638.086
